Facility Name,geometry,SA2_CODE21,SA2_NAME21
Mount Martha Yacht Club,POINT (326203.4651692735 5762721.356799125),214021382,Mount Martha
Point Leo Boat Club,POINT (332147.7920770451 5745483.941201466),214021378,Flinders
Ranelagh Yacht Squadron,POINT (331723.9325483724 5772757.274862207),214021381,Mount Eliza
Rosebud Yacht Club,POINT (315665.6203522707 5752281.919551769),214021384,Rosebud - McCrae
Rye Yacht Club,POINT (309988.2024328081 5750782.565890793),214021383,Point Nepean
Safety Beach Sailing Club,POINT (324628.4447750222 5758169.954863006),214021377,Dromana
Somers Yacht Club,POINT (339052.45579649135 5748883.952095765),214021379,Hastings - Somers
Sorrento Sailing Couta Boat Club,POINT (303714.51919374696 5753510.369689469),214021383,Point Nepean
Westernport Yacht Club,POINT (336500.9785580074 5749178.493208678),214021379,Hastings - Somers
Yaringa Mariners Club Inc,POINT (346718.1757797339 5765172.058414321),214021385,Somerville
Peninsula Pistol Club,POINT (328118.73669607355 5763074.692693946),214021382,Mount Martha
Dromana Bay Life Saving Club,POINT (322031.4248992779 5755314.686969478),214021377,Dromana
Gunnamatta Surf Life Saving Club,POINT (313255.48383749166 5742379.231750592),214021383,Point Nepean
Mornington Life Saving Club,POINT (328774.63968728855 5768652.219818),214021592,Mornington - West
Mount Martha Life Saving Club,POINT (326271.2895605528 5762864.591177727),214021382,Mount Martha
Point Leo Surf Life Saving Club,POINT (331620.4893494173 5745401.978411422),214021378,Flinders
Portsea Surf Life Saving Club,POINT (299396.6942700292 5754550.382294688),214021383,Point Nepean
Rosebud & McCrea Life Saving Club,POINT (318994.2958396629 5753589.891441227),214021384,Rosebud - McCrae
Sorrento Surf Life Saving Club,POINT (301330.9514123317 5753419.7028956795),214021383,Point Nepean
Crib Point Pool,POINT (343100.7755138463 5752790.707926975),214021379,Hastings - Somers
Monington Tennis Centre,POINT (329543.2142966022 5766111.1700518),214021591,Mornington - East
Mount Martha Tennis Club,POINT (325958.07297297387 5762336.8225038005),214021382,Mount Martha
Shoreham Tennis Club,POINT (329373.8959074409 5744863.91281347),214021378,Flinders
Vern Wright Reserve ,POINT (313931.6546925684 5750615.637762946),214021384,Rosebud - McCrae
Pheasant Creek Fitness Centre ,POINT (347790.1361837521 5850473.567796154),209031211,Kinglake
Kinglake Memorial Reserve,POINT (351158.3416630467 5847269.251445206),209031211,Kinglake
Kinglake Indoor Sports Stadium,POINT (351100.27731687075 5847386.306102177),209031211,Kinglake
Bollygum Skate Park ,POINT (353276.0976556601 5845090.539981786),209031211,Kinglake
BSX (Bicycle Supercross),POINT (347373.68689037976 5851882.984417962),209031211,Kinglake
Kinglake West Recreation Reserve ,POINT (345948.64931077685 5850189.395924786),209031211,Kinglake
Toolangi Recreation Reserve ,POINT (365280.72499794303 5844530.859259035),209031211,Kinglake
Bowden Spur,POINT (351167.07909153175 5846756.518769795),209031211,Kinglake
Kinglake Trust Reserve,POINT (353043.7142492152 5845495.320157562),209031211,Kinglake
Melbourne Indoor Equestrian Centre,POINT (344839.1035067625 5849752.9976498205),209031211,Kinglake
AE Cracknell Reserve ,POINT (344757.58094965434 5832335.058989078),209031212,Panton Hill - St Andrews
Ben Frilay Oval ,POINT (340296.5164578134 5832618.344665764),209031210,Hurstbridge
Campbell Street Reserve  ,POINT (336795.34551734966 5828174.156183986),209031215,Wattle Glen - Diamond Creek
Diamond Creek Netball Reserve,POINT (337061.4045320463 5828699.015828757),209031215,Wattle Glen - Diamond Creek
Eltham Tennis Club,POINT (336635.65725006873 5824406.614762884),209031209,Eltham
Kangaroo Ground Community Oval,POINT (342544.5418126423 5827007.540839555),209031214,Research - North Warrandyte
Susan Street Oval,POINT (336397.79009243555 5823661.054667391),209031209,Eltham
Diamond Valley Archers,POINT (335224.93897231756 5833959.634030953),209031213,Plenty - Yarrambat
Coventry Oval  ,POINT (337293.6558425181 5828948.465477152),209031215,Wattle Glen - Diamond Creek
Diamond Hills Reserve ,POINT (333829.8561761462 5827505.1836568955),209031213,Plenty - Yarrambat
Eltham Central Park  ,POINT (336534.24766822695 5824161.616880156),209031209,Eltham
Hurstbridge Sports Oval,POINT (340257.83123209584 5832317.784628965),209031210,Hurstbridge
Marngrook Oval   ,POINT (337260.34073573584 5828713.591919501),209031215,Wattle Glen - Diamond Creek
Plenty Park,POINT (334546.7139983046 5828915.911895439),209031213,Plenty - Yarrambat
Research Park  ,POINT (339366.5919096272 5825717.438543217),209031214,Research - North Warrandyte
Yarrambat War Memorial Park,POINT (335587.6687057425 5832699.624221794),209031213,Plenty - Yarrambat
Diamond Valley Sports and Fitness Centre,POINT (333202.18571052933 5827089.357975926),209031213,Plenty - Yarrambat
Eltham Leisure Centre,POINT (336232.0176484316 5823261.254939988),209031209,Eltham
Wattle Glen War Memorial Park,POINT (339468.91901999194 5830393.510256855),209031215,Wattle Glen - Diamond Creek
Community Bank Stadium,POINT (338267.0166788249 5828786.967840209),209031215,Wattle Glen - Diamond Creek
Diamond Creek Community Centre,POINT (337372.6245473349 5828701.815731073),209031215,Wattle Glen - Diamond Creek
Arthurs Creek Oval  ,POINT (341583.1868920933 5838755.589594839),209031212,Panton Hill - St Andrews
Eltham Lower Park ,POINT (336153.92853805213 5822025.766733527),209031209,Eltham
Eltham North Reserve ,POINT (336921.8995424469 5826344.531209159),209031209,Eltham
St Andrews Reserve,POINT (346374.24310986523 5836686.209951565),209031212,Panton Hill - St Andrews
Strathewen Reserve  ,POINT (347052.3168830199 5844466.280192794),209031212,Panton Hill - St Andrews
Eltham District Horse and Pony Club,POINT (336328.5841554294 5821874.160232754),209031209,Eltham
Hurstbridge Horse and Pony Club,POINT (341247.6681986762 5833213.736404417),209031210,Hurstbridge
Kangaroo Ground Horse and Pony Club,POINT (343125.37616831786 5828564.5972882975),209031214,Research - North Warrandyte
St Andrews Horse and Pony Club,POINT (348317.9301929869 5833757.789399492),209031212,Panton Hill - St Andrews
Trust Reserve Grounds,POINT (353049.9573534258 5845517.184608553),209031211,Kinglake
Yarrambat Horse and Pony Club,POINT (335198.25002663874 5834448.852882632),209031213,Plenty - Yarrambat
Anytime Fitness Diamond Creek,POINT (337759.41650488705 5828778.572973795),209031215,Wattle Glen - Diamond Creek
Balance Gymnastics & Fitness,POINT (340147.4597152072 5826019.201364074),209031214,Research - North Warrandyte
Contours Diamond Creek,POINT (336768.81376009615 5828883.169873533),209031215,Wattle Glen - Diamond Creek
Curves,POINT (337006.92963992985 5828884.317050061),209031215,Wattle Glen - Diamond Creek
Mickey's Fitness,POINT (340029.94537623355 5826057.330353828),209031214,Research - North Warrandyte
Powertone Wellness Studio,POINT (336540.79787102924 5823461.526706587),209031209,Eltham
The Ridge Health Club,POINT (335904.92106442206 5823570.344183093),209031209,Eltham
Yarrambat Golf Course,POINT (335224.93897231756 5833959.634030953),209031213,Plenty - Yarrambat
Jets Gymnastics Eltham,POINT (335949.215391257 5823905.906577837),209031209,Eltham
Diamond Creek Bowling Club,POINT (337179.44780521374 5828596.443759475),209031215,Wattle Glen - Diamond Creek
Eltham Bowling Club,POINT (336232.41633805213 5823734.256596342),209031209,Eltham
Hurstbridge Bowling Club,POINT (340296.5164578134 5832618.344665764),209031210,Hurstbridge
Eltham Martial Arts Academy,POINT (339390.7227188705 5825488.021341369),209031214,Research - North Warrandyte
Bridge Street Rugby Ground  ,POINT (336397.79009243555 5823661.054667391),209031209,Eltham
Sugarloaf Sailing Club,POINT (351033.2797993419 5829904.22584909),209031212,Panton Hill - St Andrews
Diamond Valley Pistol Club,POINT (334907.3921816686 5834693.484199327),209031213,Plenty - Yarrambat
Diamond Creek Skate Park,POINT (337418.36131457787 5828960.243764009),209031215,Wattle Glen - Diamond Creek
Eltham Skate Park,POINT (336267.8999641553 5823839.083723517),209031209,Eltham
Hurstbridge Skate Park,POINT (340568.9556712439 5833033.190319894),209031210,Hurstbridge
Diamond Creek Outdoor Heated Pool,POINT (337483.2129934475 5828969.178425464),209031215,Wattle Glen - Diamond Creek
Hurstbridge Tennis Club,POINT (340667.8302081205 5832973.15619689),209031210,Hurstbridge
Kangaroo Ground Tennis Club,POINT (342645.58611839724 5827000.475393083),209031214,Research - North Warrandyte
Panton Hill Tennis Club,POINT (344757.58094965434 5832335.058989078),209031212,Panton Hill - St Andrews
Phipps Cresent Reserve,POINT (338090.31738248246 5828402.878507266),209031215,Wattle Glen - Diamond Creek
St Andrews Tennis Club,POINT (347133.0992074115 5836828.333841586),209031212,Panton Hill - St Andrews
UCT Tennis Club,POINT (336819.6905180059 5828120.80001712),209031215,Wattle Glen - Diamond Creek
Wattle Glen Tennis Club,POINT (339921.069050011 5829474.080727886),209031215,Wattle Glen - Diamond Creek
Lakeside Stadium,POINT (320933.19110758626 5809936.379562248),206051128,Albert Park
Albert Park,POINT (321442.90852207324 5808808.864151694),206051128,Albert Park
Elwood Reserve,POINT (322953.47353605344 5804543.386596148),206051129,Elwood
J.L. Murphy Reserve,POINT (317761.3325364118 5810673.6421696525),206051511,Port Melbourne Industrial
Junction Oval,POINT (322293.0908441642 5808248.123356952),206051514,St Kilda - West
North Port Oval/Port Melbourne Cricket Ground,POINT (318883.40774214466 5810952.578368217),206051511,Port Melbourne Industrial
Peanut Farm Reserve,POINT (322192.5103766848 5806670.256582998),206051514,St Kilda - West
Melbourne Sports & Aquatic Centre,POINT (320565.86973554536 5809650.48233159),206051128,Albert Park
R.F. Julier Reserve,POINT (317189.9309192657 5810160.1283663735),206051130,Port Melbourne
St Kilda Police & Citizens Youth Club,POINT (323118.60844191245 5807233.4827295635),206051513,St Kilda - Central
Albert Reserve,POINT (322064.8864907583 5809420.310890986),206051128,Albert Park
Alma Park Reserve,POINT (323687.6076437348 5807802.922931006),206051134,St Kilda East
Lagoon Reserve,POINT (319095.5859087657 5809806.5233746525),206051130,Port Melbourne
Albert Park Public Golf Course,POINT (321881.0287261717 5809166.311687021),206051128,Albert Park
Melbourne Grammar School,POINT (316495.1903492961 5810504.686089961),206051511,Port Melbourne Industrial
Albert Park Bowls Club,POINT (319941.8687702137 5810010.6318151485),206051128,Albert Park
Middle Park Bowling Club,POINT (320923.6283960389 5809034.360862555),206051128,Albert Park
Port Melbourne Bowls Club,POINT (319054.18481464445 5810523.0272436105),206051130,Port Melbourne
St Kilda Bowls Club,POINT (322155.37228100584 5807929.404246342),206051514,St Kilda - West
Albert Park Indoor Sports Centre,POINT (321442.90852207324 5808808.864151694),206051128,Albert Park
Albert Park Yacht Club,POINT (321124.7687039348 5809879.936963497),206051128,Albert Park
Albert Sailing Club,POINT (321115.30282160116 5810011.3995129345),206051128,Albert Park
Port Melbourne Yacht Club,POINT (318507.75547756127 5809533.988998139),206051130,Port Melbourne
Port Melbourne Skate Park/Graham Street Skate Park,POINT (318475.3550960721 5810171.533956137),206051130,Port Melbourne
Elwood Life Saving Club,POINT (322725.14590619144 5804576.42222155),206051129,Elwood
Port Melbourne Life Saving Club,POINT (318926.4661298102 5809374.700518021),206051130,Port Melbourne
Sandridge Life Saving Club,POINT (316701.3249067676 5809924.420536425),206051130,Port Melbourne
South Melbourne Life Saving Club,POINT (319327.0043945391 5809160.25869553),206051128,Albert Park
St Kilda Life Saving Club,POINT (321844.16637915693 5806905.944194932),206051514,St Kilda - West
State Bank Pavillion,POINT (320948.32831304066 5809290.46608534),206051128,Albert Park
Albert Park Lawn Tennis Club (St Vincent Gardens),POINT (319941.8687702137 5810010.6318151485),206051128,Albert Park
McAlpine Reserve,POINT (327317.70475036674 5810090.608921334),208041194,Malvern - Glen Iris
Basil Reserve,POINT (329857.19671119284 5806869.38771233),208041195,Malvern East
Como Park,POINT (324352.9217330299 5810540.537852749),206061515,South Yarra - North
D.W Lucas Reserve,POINT (329857.19671119284 5806869.38771233),208041195,Malvern East
Melbourne High School Oval,POINT (323484.87969835225 5810527.707780097),206061515,South Yarra - North
Righetti & Ferrie Reserves,POINT (327317.0656351072 5810121.013416327),208041194,Malvern - Glen Iris
Stanley Grose Reserve,POINT (329857.19671119284 5806869.38771233),208041195,Malvern East
T.H.King Reserve,POINT (329426.18601272284 5807799.723539444),208041194,Malvern - Glen Iris
Toorak Park,POINT (325154.38842969446 5808672.024602162),206061135,Armadale
Waverley Oval,POINT (330163.61379129597 5805947.22305787),208041195,Malvern East
Wadsworth Field,POINT (327135.0924490957 5810275.603894977),208041194,Malvern - Glen Iris
Orrong Romanis Recreation Centre,POINT (324934.4034079057 5808998.610296296),206061136,Prahran - Windsor
Penpraze Park,POINT (327425.74980980426 5806705.935637718),208041194,Malvern - Glen Iris
Princess Gardens ,POINT (323631.0279305475 5809129.920296492),206061136,Prahran - Windsor
South Yarra Sports Centre ,POINT (323585.55993241083 5810378.10975839),206061515,South Yarra - North
Malvern Cricket Ground,POINT (326795.1200823851 5808320.021086419),208041194,Malvern - Glen Iris
Orrong Park & Romanis Reserve,POINT (324998.48663376685 5808887.183596874),206061136,Prahran - Windsor
Percy Treyvaud Reserve,POINT (331195.65973372594 5805468.968303768),208041195,Malvern East
Sir Robert Menzies Reserve,POINT (327194.3932511929 5809524.173335701),208041194,Malvern - Glen Iris
Victory Square,POINT (325305.15321150393 5808627.607602218),206061135,Armadale
Vision Australia Cricket Reserves,POINT (326959.7890360622 5810322.202989261),208041194,Malvern - Glen Iris
Curves Toorak,POINT (324830.2648202807 5809890.1822405625),206061138,Toorak
Domain Health Prahran,POINT (324492.332933357 5809121.506212564),206061136,Prahran - Windsor
Fitness HQ,POINT (324896.69955065905 5809974.4167510085),206061138,Toorak
Kooyong Lawn Tennis Club,POINT (326618.33067953197 5810236.072389618),206061138,Toorak
MaxxFit Performance Training,POINT (327225.54386276286 5808775.81323974),208041194,Malvern - Glen Iris
Royal South Yarra Tennis Courts,POINT (324522.00792037975 5810575.9015347995),206061138,Toorak
Snap Fitness Armadale,POINT (325136.8691303862 5808453.060480994),206061135,Armadale
South Pacific Health Club - Malvern East,POINT (327519.0659135256 5806344.32392978),208041195,Malvern East
Malvern Valley  Golf Club,POINT (330949.60757385695 5806209.682486458),208041195,Malvern East
Chadstone Bowling Club,POINT (331195.65973372594 5805468.968303768),208041195,Malvern East
East Malvern RSL Bowling Club,POINT (329956.50147827645 5806650.974209912),208041195,Malvern East
Malvern Bowling Club,POINT (327080.37654148927 5807861.214585014),208041194,Malvern - Glen Iris
Melbourne Bowling Club,POINT (323285.88660718093 5808367.580761068),206061136,Prahran - Windsor
Toorak Bowling Club,POINT (325208.44847681525 5809138.777332066),206061138,Toorak
Birrell Reserve,POINT (326959.7890360622 5810322.202989261),208041194,Malvern - Glen Iris
Como Park North,POINT (324483.39350655524 5810850.286346417),206061515,South Yarra - North
Harold Holt Swim Centre,POINT (327945.34264346224 5808220.424909389),208041194,Malvern - Glen Iris
Prahran Aquatic Centre,POINT (323665.6827367154 5809119.007643692),206061136,Prahran - Windsor
All Saints Tennis Club,POINT (329392.8521347325 5806232.299229007),208041195,Malvern East
Ardrie Park Tennis Club,POINT (328883.5596737128 5805813.161938199),208041195,Malvern East
Chadstone Tennis Club,POINT (331195.65973372594 5805468.968303768),208041195,Malvern East
East Malvern Tennis Club,POINT (329596.6137661765 5807208.787892322),208041194,Malvern - Glen Iris
Easterverne Tennis Club,POINT (328807.093192775 5806504.848748605),208041195,Malvern East
Hawksburn Tennis Club,POINT (324076.5421749089 5809841.657947661),206061516,South Yarra - South
Malvern Glendearg Tennis Club,POINT (327504.2533701003 5807430.070317486),208041194,Malvern - Glen Iris
Malvern Tennis Centre,POINT (326125.7030774578 5808025.779276758),206061135,Armadale
Orrong Park Tennis Centre,POINT (324998.48663376685 5808887.183596874),206061136,Prahran - Windsor
St Andrew's Gardiner Tennis Club,POINT (328759.44620868267 5808696.264603906),208041194,Malvern - Glen Iris
St Peters Toorak Tennis Club,POINT (325468.32433140476 5809954.497959675),206061138,Toorak
St Roch's Tennis Courts,POINT (328690.2272173478 5808263.310865931),208041194,Malvern - Glen Iris
Springfield Park,POINT (335715.0637135153 5813770.233917984),207031164,Box Hill North
Surrey Park ,POINT (334343.34102344984 5811846.913457237),207031163,Box Hill
RHL Sparks Reserve,POINT (335909.6360192581 5811624.789844908),207031163,Box Hill
Bill Sewart Athletics Track,POINT (338228.06921392924 5808564.791741131),207031166,Burwood East
Hagenauer Reserve,POINT (334269.84890095744 5813662.755797283),207031164,Box Hill North
Bennettswood Reserve ,POINT (333911.3805488163 5809324.055721177),207031165,Burwood (Vic.)
Box Hill City Oval ,POINT (336043.92413875944 5812670.385884868),207031163,Box Hill
East Burwood Reserve ,POINT (338228.06921392924 5808564.791741131),207031166,Burwood East
Eley Park ,POINT (336615.4829061967 5809612.300079697),207031162,Blackburn South
Elgar Park ,POINT (334238.3860694363 5814966.360115889),207031164,Box Hill North
Forest Hill Reserve ,POINT (339345.010446495 5810663.9720300995),211041269,Forest Hill
Heatherdale Reserve ,POINT (342494.5098191716 5811836.537606834),211041270,Mitcham (Vic.)
Kalang Park ,POINT (336488.5862323131 5811680.731194589),207031161,Blackburn
Koonung Reserve ,POINT (337153.60050869593 5813673.294331707),207031161,Blackburn
Livingstone Reserve,POINT (337255.94707470265 5808240.754423898),207031166,Burwood East
Morton Park ,POINT (337615.7819776691 5812425.064720685),207031161,Blackburn
Simpson Park ,POINT (341746.52990339947 5812528.596681498),211041270,Mitcham (Vic.)
Vermont Reserve ,POINT (340894.1869993237 5810671.916700528),211041272,Vermont
Walker Park ,POINT (340220.5952319348 5813015.474310668),211041271,Nunawading
Whitehorse Reserve ,POINT (335922.2924220122 5812468.478791427),207031163,Box Hill
Deakin YMCA,POINT (334278.44425517414 5809494.321424821),207031165,Burwood (Vic.)
Nunawading Community Centre,POINT (339182.6297508868 5812619.042240553),211041271,Nunawading
Sportlink,POINT (340224.06107695296 5808875.6162505075),211041273,Vermont South
Billabong Park ,POINT (339332.7029464734 5808368.24403186),211041273,Vermont South
Billabong Park,POINT (339384.2002869173 5808376.6890408825),211041273,Vermont South
Aqualink Box Hill,POINT (334334.89022359747 5811803.116655964),207031163,Box Hill
Mont Albert Reserve ,POINT (333655.02140379604 5813653.8955516005),207031164,Box Hill North
Nunawading Basketball Centre,POINT (338281.0458691719 5808770.7535690805),207031166,Burwood East
Box Hill Skate & BMX Park,POINT (335878.82247833675 5811311.576606322),207031163,Box Hill
BallyShannassy Park,POINT (335948.45085367945 5808464.944361527),207031166,Burwood East
Box Hill Gardens ,POINT (334678.0648174406 5813084.292768296),207031163,Box Hill
Davey Lane ,POINT (339530.7872232087 5809824.627114592),211041269,Forest Hill
Highbury Park,POINT (337255.94707470265 5808240.754423898),207031166,Burwood East
Mahoneys Reserve ,POINT (338266.9200468588 5810042.387728849),211041269,Forest Hill
Mirrabooka Reserve ,POINT (337180.5287132594 5810264.920046162),207031162,Blackburn South
Terrara Park ,POINT (341038.611510794 5808818.273072471),211041273,Vermont South
Wattle Park,POINT (333200.48242152296 5810316.842399971),207031165,Burwood (Vic.)
Advantage Health & Fitness,POINT (336238.36774105014 5810279.495342968),207031162,Blackburn South
Anytime Fitness,POINT (341014.0424718986 5813073.257818925),211041270,Mitcham (Vic.)
Aqualink Nunawading,POINT (339455.4337850798 5810698.655029545),211041269,Forest Hill
Contours Express Mitcham,POINT (340931.7563018202 5813084.320833981),211041270,Mitcham (Vic.)
Curves Blackburn,POINT (337414.0969985561 5812560.502657375),207031161,Blackburn
Fernwood Women's Health Club Mitcham,POINT (341264.108875663 5813033.465612086),211041270,Mitcham (Vic.)
Healthways Recreation Centre,POINT (333520.5730059239 5813704.237443584),207031164,Box Hill North
Snap Fitness Vermont South,POINT (339901.72382453666 5808633.007328445),211041273,Vermont South
Box Hill Golf Club,POINT (334789.86886999686 5810295.896013977),207031163,Box Hill
Morack Public Golf Course,POINT (342029.20968373056 5809234.784322645),211041273,Vermont South
Koonung Secondary College,POINT (334125.3643215241 5814350.760500276),207031164,Box Hill North
Bennettswood Bowling Club,POINT (334697.5830294133 5810065.250301592),207031165,Burwood (Vic.)
Blackburn Bowling Club,POINT (336392.8574705834 5811770.185258213),207031161,Blackburn
Blackburn North Bowling Club,POINT (337175.5986175337 5813683.165430471),207031161,Blackburn
Box Hill RSL Bowls Club,POINT (334533.53178726963 5813010.7842089),207031163,Box Hill
Mitcham Bowling Club,POINT (340850.46403343906 5813735.673050116),211041270,Mitcham (Vic.)
Vermont South Bowling Club,POINT (339839.08060559165 5809001.877966523),211041273,Vermont South
Vermont South Skate Park,POINT (341633.20944941754 5810033.93521711),211041272,Vermont
Wembley Park ,POINT (335702.04839324276 5811328.136805538),207031163,Box Hill
Box Hill Futsal ( Box Hill High School),POINT (336083.3528356812 5812379.999496466),207031163,Box Hill
Bluebell Hill Tennis Club,POINT (333378.70900840336 5811382.933088345),207031167,Surrey Hills (East) - Mont Albert
Box Hill Tennis Club,POINT (334598.2037484696 5810606.971684815),207031163,Box Hill
Charlesworth Park,POINT (339833.2554999902 5809020.746287271),211041273,Vermont South
Holy Savior Tennis Club ,POINT (339440.8583761701 5808062.762553718),211041273,Vermont South
North Box Hill Tennis Club,POINT (334923.21033223206 5814841.035598548),207031164,Box Hill North
Nunawading Tennis Club,POINT (338652.0753757486 5813665.308736326),211041271,Nunawading
Vermont Tennis Club,POINT (340603.6168947099 5810325.3894023765),211041272,Vermont
Epping Soccer Stadium,POINT (325689.2197681564 5833963.608132245),209041433,Epping (Vic.) - West
Lalor Reserve and Bowling club,POINT (325624.20718978555 5829404.435551144),209041529,Lalor - East
Beryl's Slim 'N' Trim Body Toning,POINT (329953.3902297111 5825561.0117923375),209011196,Bundoora - East
Curves Whittlesea,POINT (333328.92976605357 5845991.186050277),209041225,Whittlesea
Diamond Valley Fitness Centre,POINT (329953.3902297111 5825561.0117923375),209011196,Bundoora - East
Epping Squash and Fitness Centre,POINT (325660.6738548057 5831199.266958358),209041432,Epping - South
Fernwood Women's Health Clubs Epping,POINT (325288.5657897333 5830132.915673789),209041432,Epping - South
Fitness First Epping,POINT (325658.4875870031 5830909.369337667),209041432,Epping - South
Five Star Fitness Centre 24/7 Gym,POINT (324830.64074831526 5826946.818206439),209041223,Thomastown
Mill Park Leisure Centre,POINT (328458.4419565477 5830346.151548903),209041220,Mill Park - North
Thomastown Recreation & Aquatic Centre,POINT (324166.2292153694 5828079.248740137),209041223,Thomastown
Whittlesea Fitness Centre,POINT (333600.57454485743 5846665.533337652),209041225,Whittlesea
Meadowglen reserve & International Athletics Stadium,POINT (328675.64559704106 5831666.560517986),209041431,Epping - East
Epping Recreation Reserve,POINT (325649.05789458525 5832382.960477792),209041433,Epping (Vic.) - West
Huskisson Reserve,POINT (324368.9058330104 5829831.570812661),209041530,Lalor - West
Kelynack Reserve,POINT (330489.55314064363 5828936.713969524),209041221,Mill Park - South
Laurimar Recreation Reserve,POINT (334846.92361296166 5838707.28926285),209041527,Doreen - North
Main Street Reserve,POINT (324166.2292153694 5828079.248740137),209041223,Thomastown
Mernda Recreation Reserve,POINT (332621.7063460647 5837261.336974198),209041531,Mernda - North
Redleap Reserve & Mill Park Basketball Stadium,POINT (329139.7957768319 5829413.68172417),209041220,Mill Park - North
The lakes Recreation Reserve,POINT (329970.44926964806 5833496.602313358),209041435,South Morang - North
W.A Smith Reserve,POINT (326873.6603572242 5829224.438340009),209041529,Lalor - East
Waterview Community Recreation Reserve,POINT (331111.39402780123 5835538.844178204),209041532,Mernda - South
Whittlesea Showgrounds,POINT (334384.39158335235 5846996.8766865255),209041225,Whittlesea
Bundoora Netball and Sports Centre,POINT (329093.8694363324 5827913.659141045),209041216,Bundoora - North
Mill Park Reserve ,POINT (328532.2057646069 5830576.8053658875),209041220,Mill Park - North
Leisure City Epping,POINT (325160.948094283 5831410.521035258),209041432,Epping - South
Norris Bank Reserve,POINT (327991.37533025665 5826244.048565771),209041217,Bundoora - West
Riverside reserve,POINT (331778.3192680775 5830846.395407772),209041436,South Morang - South
Telopea Reserve,POINT (330181.9125014865 5829256.6534264255),209041220,Mill Park - North
Whittlesea Public Gardens,POINT (322213.57449084776 5829019.614478007),209041530,Lalor - West
Thomastown Indoor Sports,POINT (323953.665613391 5826858.235097913),209041223,Thomastown
Sycamore Reserve,POINT (327091.2389862726 5829090.894818051),209041221,Mill Park - South
Whittlesea Park,POINT (333991.07047353184 5846664.682483698),209041225,Whittlesea
Thomas Street Reserve,POINT (324323.79094210034 5828350.141956385),209041223,Thomastown
V.R. Michael reserve,POINT (325063.2690650666 5829977.730475048),209041530,Lalor - West
Doreen recreation reserve,POINT (335570.02892519475 5836411.461913957),209041527,Doreen - North
Findon Reserve,POINT (327707.71830533375 5829432.802848065),209041221,Mill Park - South
Lowalde recreation reserve,POINT (327020.62972236925 5831234.701880064),209041432,Epping - South
Thomastown East Reserve,POINT (327170.9088339183 5827623.329659656),209041223,Thomastown
Findon & Laurimar Club Grounds,POINT (329863.01879582525 5836293.901743588),209041532,Mernda - South
Lower Plenty Club Grounds,POINT (324307.2051612972 5835928.725114028),209041437,Wollert
Genesis Fitness Club Bundoora,POINT (330109.849256758 5827641.436897829),209041216,Bundoora - North
Growling Frog Golf Course,POINT (330539.8977629732 5841069.071177546),209041225,Whittlesea
Whittlesea Golf Club,POINT (338243.07691232173 5848229.57338365),209041225,Whittlesea
Epping RSL/ Bowling Club,POINT (325243.7236169108 5834007.612777257),209041433,Epping (Vic.) - West
Whittlesea Bowls Club,POINT (333642.77419493406 5847004.714751398),209041225,Whittlesea
Nick Ascenzo Reserve,POINT (326012.5416777674 5827742.333042562),209041223,Thomastown
Duffy Street Reserve,POINT (325395.07467688853 5831893.816042548),209041433,Epping (Vic.) - West
Harvest Home Recreation Reserve,POINT (325899.4020130115 5834058.282742351),209041433,Epping (Vic.) - West
Hillsview Recreation Reserve,POINT (330446.90076303086 5832446.695261143),209041436,South Morang - South
HR Uren Reserve,POINT (322705.59141326195 5827392.830088889),209041223,Thomastown
Partridge recreation reserve,POINT (325638.18669428525 5829833.680708161),209041529,Lalor - East
RGC Cook Reserve,POINT (322699.210591723 5828590.761886457),209041223,Thomastown
Barry Road Tennis Courts & community active centre,POINT (323419.2403611856 5828806.002399834),209041530,Lalor - West
Bec Lake Tennis Court,POINT (330470.5177505567 5833409.727463982),209041435,South Morang - North
Casa D'Abruzzo,POINT (325231.99698550266 5832459.752324916),209041433,Epping (Vic.) - West
Dr Harry Jenkins Park,POINT (329322.58137932594 5829001.838853881),209041221,Mill Park - South
T.H Hurrey Reserve,POINT (332860.4885830455 5841414.961801575),209041225,Whittlesea
Tuttle Recreation Reserve,POINT (326305.08272546786 5837724.593511279),209041437,Wollert
VU Wyndham Sporting Complex,POINT (297948.30310089246 5803608.703799592),213051368,Werribee - South
Aeromax Fitness Health Club,POINT (295996.0956400754 5805462.271151084),213051362,Hoppers Crossing - South
Contours Tarneit,POINT (298147.0461796019 5808383.165796109),213051583,Tarneit - Central
Curves For Women,POINT (295430.4764999236 5803363.711920024),213051467,Werribee - East
EFM Health Clubs Tarneit,POINT (297812.4459811115 5808562.811127372),213051583,Tarneit - Central
Fenix Fitness Club Hoppers Crossing,POINT (296907.4801652643 5806192.654241145),213051362,Hoppers Crossing - South
Fenix Fitness Club Point Cook,POINT (300824.33183724526 5804637.216706209),213051580,Point Cook - North East
In-Balance Fitness Werribee,POINT (294418.91963308456 5802881.021759991),213051467,Werribee - East
Manor Lake Fitness,POINT (290214.39482227864 5805220.285593941),213051590,Wyndham Vale - South
My Gym Hoppers Crossing,POINT (300267.4103216934 5806058.939016363),213051361,Hoppers Crossing - North
Platinum Health Club Hoppers Crossing,POINT (299205.62864068116 5805871.462895436),213051361,Hoppers Crossing - North
Re-Creation Health Club Point Cook,POINT (301792.50371873216 5805997.7670344245),213051580,Point Cook - North East
